price,no_of_bedrooms,no_of_bathrooms,sqft_living,sqft_lot,no_of_floors,zipcode,house_age
466000.0,4,2.0,2240,4508,1.0,98178,98
383150.0,3,2.0,2210,6387,1.0,98003,21
657100.0,4,1.0,1390,4240,1.0,98103,100
539000.0,3,2.0,1800,43995,2.0,98077,36
400000.0,6,3.0,3320,15600,1.0,98092,47
215000.0,4,2.5,1960,11600,1.0,98002,93
489000.0,2,1.0,850,2850,1.0,98115,97
649000.0,4,2.5,2980,12764,2.0,98075,30
700000.0,4,1.75,1980,10800,1.0,98005,71
268500.0,2,1.0,790,8424,1.0,98133,71
515000.0,3,2.5,1800,5001,2.0,98034,28
685000.0,4,2.0,2260,10800,1.0,98007,46
305000.0,2,1.5,800,2142,2.0,98144,18
950000.0,4,2.0,2490,4600,1.5,98105,98
292500.0,4,2.5,1610,4568,2.0,98001,18
270000.0,4,1.75,1850,7730,1.0,98133,68
450000.0,4,1.75,1850,7730,1.0,98133,68
535000.0,4,1.0,1920,6480,1.5,98117,104
550000.0,3,2.5,1740,3082,2.0,98029,24
457500.0,3,2.25,1430,2003,2.0,98144,28
136500.0,3,1.5,1420,8580,1.0,98023,62
224097.0,3,1.5,1420,8580,1.0,98023,62
254000.0,3,2.5,1560,10608,2.0,98042,30
335000.0,4,2.25,2030,13500,1.0,98059,61
594950.0,5,2.5,3280,6553,2.0,98045,12
350000.0,3,1.75,1360,18123,1.0,98045,41
169950.0,3,1.0,1180,9832,1.0,98042,54
432500.0,3,2.5,1940,10800,1.0,98077,45
440000.0,2,1.75,1300,4000,2.0,98105,76
233703.0,3,2.25,1650,3788,2.0,98031,39
310000.0,3,1.5,1140,3292,2.0,98029,36
735000.0,3,2.5,2540,6762,2.0,98007,26
730000.0,4,2.75,3440,8150,2.0,98056,10
257000.0,3,1.75,1800,9000,1.0,98178,63
485000.0,2,2.25,1260,1240,3.0,98103,20
899000.0,4,2.25,2370,6000,1.0,98177,65
279000.0,3,1.0,1520,8055,1.5,98125,72
225000.0,4,2.0,1750,7245,1.0,98092,50
1360000.0,3,1.5,2680,4775,2.0,98109,111
355000.0,3,2.5,1590,4242,2.0,98065,24
382500.0,4,1.75,1560,8700,1.0,98034,57
324360.0,3,2.5,2000,9669,2.0,98022,32
315000.0,3,1.75,2380,10450,1.5,98023,58
426000.0,2,1.0,2230,11472,2.0,98133,73
395000.0,5,2.5,2820,6305,2.0,98003,21
212644.0,3,1.0,1570,9650,1.5,98010,102
510000.0,3,3.0,1845,5100,2.0,98056,77
85000.0,2,1.0,830,9000,1.0,98032,85
235000.0,2,1.0,830,9000,1.0,98032,85
295000.0,4,2.5,2030,5754,2.0,98042,23
720001.0,3,2.5,1430,2200,1.5,98103,114
313950.0,3,1.0,1510,6083,1.0,98115,84
415000.0,3,1.0,1510,6083,1.0,98115,84
305000.0,3,1.75,1610,12247,1.0,98058,43
625000.0,3,1.5,1600,4128,1.5,98122,118
490000.0,3,1.0,1420,11040,1.0,98007,63
269950.0,3,2.0,1660,8641,2.0,98042,37
2700000.0,5,4.0,4230,27295,2.0,98033,75
829000.0,4,3.0,3310,4500,2.5,98103,124
635000.0,4,2.5,2470,77550,1.0,98075,37
217500.0,3,1.0,1040,9750,1.0,98188,65
270000.0,4,1.75,1850,7350,1.0,98001,59
1250000.0,3,3.0,4610,8400,2.0,98144,77
480000.0,4,2.5,2480,5100,2.0,98019,17
575000.0,3,1.75,2130,6500,1.0,98199,70
426950.0,4,2.75,2350,5589,2.0,98059,23
125000.0,3,1.0,920,7314,1.0,98002,64
208000.0,3,1.0,920,7314,1.0,98002,64
325000.0,4,2.0,1780,10622,1.0,98058,48
597157.0,7,4.0,2690,10880,1.0,98033,64
728725.0,4,2.5,3010,3120,2.5,98029,18
708000.0,5,2.0,3180,10800,1.0,98052,56
1300000.0,4,3.0,4120,14021,2.0,98075,19
405000.0,3,1.0,1280,11625,1.0,98053,47
550000.0,4,2.75,1690,6090,1.5,98115,79
451000.0,4,2.5,2320,5375,2.0,98065,18
540500.0,5,3.75,3090,7415,2.0,98166,10
1030000.0,5,3.5,5050,16500,2.0,98075,23
218000.0,4,1.0,1640,10455,1.0,98023,61
562000.0,4,2.25,2170,7007,1.0,98033,50
401500.0,4,2.5,3140,94525,2.0,98042,47
196700.0,2,1.0,1090,9994,1.0,98168,70
583000.0,3,1.75,1930,10183,1.0,98006,49
309900.0,5,2.5,2100,17825,1.0,98092,50
485000.0,4,3.0,3110,18843,2.0,98058,29
465000.0,3,1.0,930,3348,1.0,98118,98
595000.0,4,2.25,2050,8372,2.0,98052,40
254000.0,3,1.0,1160,7560,1.0,98058,66
488500.0,3,2.75,1820,9490,2.0,98011,30
260000.0,4,2.5,2110,8990,2.0,98058,47
166000.0,2,1.0,870,8487,1.0,98178,80
440000.0,2,1.5,1080,6760,1.0,98117,101
375000.0,3,2.0,1260,7560,2.0,98133,81
529500.0,2,1.0,900,4800,1.0,98199,80
338000.0,2,1.0,750,6439,1.0,98103,90
335620.0,3,2.25,1800,15903,1.0,98038,38
464000.0,4,2.25,2220,15232,1.0,98072,46
354000.0,2,1.0,1390,7740,1.0,98126,99
601000.0,4,3.5,2160,3600,2.0,98122,26
285000.0,3,2.25,1840,9040,1.0,98023,45
462500.0,2,2.0,1690,4200,2.0,98112,118
350000.0,4,2.5,2650,10459,2.0,98003,35
329000.0,4,1.0,1120,3844,1.0,98133,52
312500.0,4,2.5,2500,11983,1.0,98058,40
370000.0,4,2.5,2220,5338,2.0,98059,23
399900.0,3,1.75,1260,12750,1.0,98034,45
398000.0,3,1.0,1480,6550,1.5,98126,99
550500.0,2,1.5,930,7400,1.0,98116,115
709000.0,3,2.75,2780,7200,1.5,98118,111
402000.0,5,2.75,2770,7620,1.0,98106,59
450000.0,3,1.5,1530,23660,1.0,98155,72
524000.0,3,2.25,2140,6720,1.0,98117,63
800000.0,4,2.75,4600,322188,1.0,98045,35
185000.0,4,1.0,1760,8906,1.0,98055,58
365000.0,4,1.0,1760,8906,1.0,98055,58
925000.0,4,2.5,3110,11422,2.0,98115,35
714000.0,3,1.75,2260,11781,1.0,98008,56
495000.0,3,2.0,1460,9759,1.0,98052,52
535000.0,3,2.25,2050,6648,1.0,98133,34
880000.0,4,2.5,2340,10800,1.0,98040,71
150000.0,3,1.5,1230,8056,1.0,98168,75
554500.0,3,2.25,1880,6565,1.0,98008,52
520000.0,3,1.75,1280,3880,1.5,98117,108
839990.0,4,2.75,3660,5637,2.0,98053,10
500000.0,3,2.5,1650,5683,2.0,98053,21
305000.0,2,1.0,1960,186872,1.5,98001,88
247800.0,3,2.5,1580,2170,2.0,98118,21
344200.0,4,2.5,2490,5812,2.0,98042,24
459950.0,4,2.5,2000,6107,2.0,98011,21
229900.0,4,1.75,1550,9899,1.0,98030,57
750000.0,4,2.25,2820,9602,1.0,98008,50
509000.0,4,2.5,2600,9355,1.0,98028,41
680000.0,4,1.0,2200,12137,1.0,98028,68
661500.0,5,2.5,2500,7200,1.0,98052,47
370000.0,2,1.0,1270,1399,3.0,98136,24
785000.0,4,2.75,2900,17400,1.0,98052,46
355000.0,2,1.0,840,6720,1.0,98116,72
446000.0,4,2.0,1940,6350,1.0,98103,73
830000.0,5,3.5,3490,21780,2.0,98052,28
324000.0,3,2.5,1940,8347,2.0,98042,34
500000.0,4,2.25,2490,23478,2.0,98072,43
745000.0,3,1.0,1390,9112,1.0,98004,73
1200000.0,4,2.5,3940,4407,2.0,98112,103
385000.0,2,2.5,1760,3710,1.0,98072,36
565000.0,3,2.25,2560,8040,1.0,98125,66
465000.0,4,2.5,2300,7314,1.0,98133,45
401000.0,3,3.25,1770,1977,3.0,98125,23
385000.0,3,1.75,2310,11200,1.0,98030,46
395000.0,3,2.5,2310,4930,2.0,98055,35
245000.0,5,1.5,2000,8100,1.5,98168,78
500000.0,3,2.0,1540,3600,1.0,98122,30
334000.0,5,1.75,2590,6720,1.0,98055,45
550000.0,3,1.0,980,10960,1.0,98005,71
216000.0,3,1.0,1730,7950,1.0,98198,63
340500.0,3,2.5,3070,5871,3.0,98178,96
375000.0,4,2.25,2100,12738,2.0,98059,49
600000.0,3,2.75,2080,16740,1.0,98198,58
375000.0,4,1.75,1890,8000,1.0,98133,64
536500.0,4,1.75,2000,4000,1.5,98126,98
599900.0,3,3.0,3030,35123,2.0,98027,40
750000.0,2,1.5,1110,3600,1.0,98119,120
355000.0,3,1.0,1650,10075,1.0,98177,69
590000.0,3,2.0,1410,6413,1.0,98115,77
680000.0,2,1.0,2140,6000,1.0,98199,78
429000.0,3,2.5,1860,11122,2.0,98059,30
581000.0,2,1.0,1170,4080,1.0,98117,115
463800.0,3,1.5,980,7770,1.0,98033,56
2980000.0,5,5.5,7400,18898,2.0,98006,23
443000.0,5,1.75,1650,3000,1.5,98144,122
276200.0,3,2.5,1480,7210,1.0,98023,38
630000.0,5,3.5,4060,8309,2.0,98028,23
570000.0,3,1.75,1370,3300,2.0,98105,97
979700.0,4,2.25,2480,6000,2.0,98199,95
730000.0,4,2.5,2030,4080,1.5,98115,103
268450.0,5,2.25,2200,9600,1.0,98023,61
490000.0,3,1.75,1770,7508,1.0,98133,62
808000.0,3,2.5,2550,6240,1.0,98117,67
350000.0,3,1.0,1250,9786,1.0,98072,55
695000.0,4,1.75,2390,5880,1.0,98117,67
1230000.0,4,2.5,5730,44947,2.0,98074,33
309950.0,1,1.0,1120,11800,1.5,98168,74
134000.0,3,1.0,1270,8508,1.0,98168,82
645500.0,4,2.5,2390,9638,2.0,98029,36
750000.0,3,2.0,1760,5488,1.5,98119,97
1400000.0,3,2.5,2560,3600,2.0,98112,57
344900.0,4,1.75,1820,7700,1.0,98177,69
601450.0,2,3.25,1840,1500,3.0,98103,23
575000.0,4,2.0,1810,4400,2.0,98122,115
405000.0,3,1.75,2470,9620,1.0,98198,62
518000.0,4,2.75,2520,14021,2.0,98019,25
265000.0,2,1.0,1600,7936,1.0,98155,77
180000.0,3,1.0,1280,4875,1.0,98042,55
285000.0,3,2.5,1590,9736,2.0,98001,39
433000.0,3,2.75,2000,7200,1.0,98166,70
399000.0,3,1.75,1780,11440,1.0,98059,47
565000.0,3,2.5,1700,7210,2.0,98052,58
406500.0,3,1.5,1970,10080,1.0,98168,58
420000.0,4,1.75,1940,11500,1.0,98006,69
965000.0,4,3.5,3290,5559,1.5,98103,118
1380000.0,4,3.5,3500,9523,2.0,98033,28
353950.0,5,2.25,3260,7969,2.0,98023,42
847700.0,5,3.25,4230,10260,2.0,98027,28
185000.0,5,1.0,1590,6700,1.5,98146,82
269000.0,2,1.5,1010,6000,1.0,98178,101
422800.0,3,1.75,1820,8400,1.0,98072,48
379950.0,2,1.0,870,7500,1.0,98136,77
525000.0,3,2.0,1620,7800,1.0,98034,55
810000.0,4,3.5,3980,209523,2.0,98024,18
209950.0,4,1.0,1630,8400,1.0,98023,62
439950.0,3,2.0,1230,1613,2.0,98107,21
554820.0,4,2.0,3510,12905,1.0,98166,59
359000.0,4,2.5,2160,4500,2.0,98056,22
242500.0,3,1.0,1020,5870,1.0,98155,83
330000.0,3,1.75,1590,9417,1.0,98177,70
740000.0,3,2.25,3440,44374,2.0,98006,45
630000.0,5,1.0,3020,4800,2.0,98122,123
750000.0,3,1.75,2280,7800,1.0,98117,83
695000.0,4,2.5,2790,6540,2.0,98074,25
109000.0,2,0.5,580,6900,1.0,98118,83
389000.0,3,1.5,2030,10075,1.0,98055,63
447000.0,2,1.0,850,2700,1.0,98105,100
1200000.0,3,2.0,2480,13310,1.0,98052,69
315000.0,3,1.75,1010,12000,1.0,98011,47
640000.0,3,2.5,2420,8244,2.0,98029,36
570000.0,3,2.25,2180,9246,2.0,98074,40
495000.0,3,2.75,1830,208216,2.0,98070,27
449500.0,5,2.75,2040,7488,1.0,98034,55
1080000.0,4,2.75,2640,5000,2.0,98105,81
294950.0,2,1.0,1060,7868,1.0,98155,72
170500.0,3,1.0,1640,13939,1.0,98198,64
312000.0,4,1.0,1190,7620,1.5,98106,98
350000.0,3,2.5,2180,15484,1.0,98003,32
690000.0,4,2.5,2120,8448,2.0,98029,35
375000.0,4,2.5,2210,9427,2.0,98148,25
575000.0,4,2.5,2510,47044,2.0,98077,37
646000.0,4,2.25,2500,8500,1.0,98006,46
239950.0,3,2.5,1560,4800,2.0,98001,50
400000.0,5,2.5,2510,7525,1.5,98106,95
455000.0,4,1.75,3060,94089,1.0,98072,66
240000.0,3,2.0,1310,8069,1.0,98042,34
3400000.0,4,4.0,4260,11765,2.0,98112,85
695000.0,3,2.0,2500,4080,1.5,98103,102
304950.0,2,1.0,670,6720,1.0,98126,82
650000.0,3,1.75,1840,2310,1.0,98109,110
402500.0,3,1.75,1480,2211,2.0,98103,29
482000.0,3,2.5,2420,7307,2.0,98065,26
655000.0,3,2.0,1820,4480,1.0,98105,101
577000.0,5,2.75,1940,5000,2.0,98107,73
350000.0,3,2.5,1630,5996,2.0,98055,38
415000.0,4,2.25,2520,8000,1.0,98023,54
396400.0,4,2.5,2120,215186,2.0,98014,41
654300.0,3,2.5,2490,8582,2.0,98074,24
774950.0,4,2.5,3410,179419,2.0,98010,20
855000.0,4,2.0,2380,10800,2.0,98118,99
1150000.0,3,2.5,2490,4000,2.0,98109,106
330000.0,2,2.5,1240,1546,2.0,98108,17
290000.0,4,2.25,1900,10950,1.0,98032,65
519500.0,3,3.0,2390,19454,1.5,98166,16
450000.0,3,1.75,1810,12600,1.0,98034,47
3120000.0,3,3.5,4490,56609,2.0,98034,31
265000.0,3,1.0,1620,9450,1.5,98168,96
359000.0,4,2.5,2640,7883,2.0,98092,34
2000000.0,4,3.75,2870,4500,2.0,98119,12
1050000.0,4,2.5,3250,48037,1.0,98074,39
402500.0,2,1.0,800,2280,1.0,98107,78
450000.0,3,1.75,1360,5445,1.0,98008,67
262500.0,5,2.25,1950,8086,1.0,98003,44
285000.0,4,2.25,1970,7200,2.0,98092,45
290000.0,3,2.5,2020,4861,2.0,98058,19
752500.0,2,2.5,2280,6230,1.0,98053,19
820000.0,4,2.75,3540,13515,2.0,98075,26
292000.0,3,2.5,1560,2740,2.0,98059,25
213000.0,2,1.0,750,6089,1.0,98055,87
400000.0,4,3.0,2240,7035,2.0,98146,82
202000.0,1,0.75,590,5650,1.0,98118,80
484000.0,1,0.0,690,23244,1.0,98053,76
617450.0,3,2.0,1580,14398,1.0,98005,43
250000.0,3,1.0,1040,8000,1.0,98166,68
405000.0,5,1.75,1880,10000,1.0,98034,61
325000.0,2,1.0,1070,8750,1.0,98055,73
301350.0,3,3.0,1860,7440,1.0,98178,70
425000.0,2,1.75,1550,7800,1.0,98136,84
460000.0,3,1.0,1860,6360,1.0,98136,70
938000.0,3,2.5,3090,10940,2.0,98006,32
348000.0,3,1.75,1720,8867,1.0,98058,39
435000.0,2,1.0,1260,4080,1.5,98115,98
227950.0,3,1.5,1120,11430,1.0,98031,61
425000.0,2,1.0,1250,5880,1.0,98117,76
550000.0,3,2.0,1810,4064,1.5,98103,99
347500.0,3,2.5,1890,7053,2.0,98031,32
397000.0,4,1.75,2020,6000,1.0,98144,65
410000.0,4,1.75,1790,11875,1.0,98027,55
780000.0,3,3.5,3190,6776,2.0,98074,26
1350000.0,4,3.25,3030,5164,1.5,98112,99
476000.0,3,2.25,1630,3070,2.0,98053,20
390000.0,3,1.75,1180,16552,1.0,98072,57
226500.0,3,2.0,1560,7000,1.0,98001,56
495000.0,3,2.0,1340,2550,2.0,98117,40
1500000.0,5,3.25,2590,11500,1.0,98040,56
385000.0,3,1.0,1020,5950,1.0,98106,74
535950.0,3,2.5,2370,5344,2.0,98065,21
910000.0,4,2.5,3170,32430,2.5,98053,35
465000.0,2,1.0,1120,4000,1.0,98105,98
495000.0,3,1.75,1440,11787,1.0,98074,41
250000.0,4,2.0,2170,5404,1.5,98002,104
1230000.0,4,2.25,3490,6906,2.0,98199,96
400000.0,4,2.25,1970,8941,2.0,98034,51
715000.0,4,2.5,2780,13521,2.0,98074,37
342000.0,3,2.0,2250,7757,1.0,98003,32
420000.0,4,1.75,1340,8400,1.0,98056,57
148226.0,3,1.0,1400,7360,1.0,98092,56
313000.0,3,1.0,1510,10369,1.0,98059,56
150000.0,3,1.0,1320,8220,1.0,98198,65
150000.0,2,1.0,820,10270,1.0,98168,70
230000.0,2,1.0,1080,9435,1.0,98058,66
389100.0,2,1.0,840,5400,1.0,98118,76
645000.0,4,2.25,2070,8720,1.0,98033,50
310000.0,3,1.0,1520,6500,1.0,98198,66
351358.0,2,1.75,1210,1189,2.0,98029,10
1700000.0,5,2.75,3810,9360,2.0,98004,10
1570000.0,4,3.5,5370,323215,2.0,98075,22
850000.0,3,2.0,1540,3600,2.0,98112,124
470000.0,4,2.5,2310,14023,2.0,98019,33
770000.0,3,2.25,1870,1900,3.0,98103,16
366000.0,3,1.75,1840,11440,1.0,98059,47
545000.0,3,2.5,2060,7184,2.0,98029,37
205000.0,3,1.0,1010,8800,1.0,98002,56
405000.0,2,1.0,1020,8155,1.0,98177,76
467000.0,4,2.5,2220,7210,1.0,98011,51
392500.0,2,1.0,1050,4125,1.0,98144,115
901000.0,4,2.75,3030,18400,1.5,98034,51
500000.0,3,1.75,1800,7199,1.0,98125,52
384950.0,3,2.5,1860,3690,2.0,98028,24
1700000.0,4,3.5,4070,336283,2.0,98027,18
245000.0,2,1.0,860,6120,1.0,98155,76
1170000.0,4,2.25,3080,10487,2.0,98040,56
184500.0,3,1.5,1280,3640,2.0,98002,41
269000.0,2,2.0,1540,5000,1.5,98023,38
570000.0,3,2.5,1530,3296,2.0,98007,26
850000.0,4,1.75,2350,11914,1.0,98040,63
209000.0,3,1.0,920,5200,1.0,98042,55
327000.0,4,1.75,1840,5100,1.0,98056,91
369500.0,3,1.5,1650,9957,1.0,98125,63
440000.0,3,1.75,1760,8025,1.0,98034,48
947500.0,4,2.25,3290,12329,1.5,98040,56
510000.0,2,1.0,1270,4500,1.5,98122,105
385000.0,3,2.0,1600,10318,1.0,98133,83
370000.0,5,3.0,2670,9920,1.0,98001,34
660000.0,4,1.5,1960,4500,1.5,98117,102
729000.0,3,4.25,3300,308080,2.0,98070,48
440000.0,3,1.75,2000,11880,2.0,98075,45
445000.0,4,2.5,2360,81892,1.0,98042,24
460000.0,2,1.0,1430,12092,1.0,98125,86
516000.0,3,3.0,2330,7304,1.0,98005,53
343888.0,4,2.5,2060,5607,2.0,98058,22
500000.0,4,1.75,2240,9886,1.5,98008,59
465000.0,5,1.75,2330,6450,1.0,98146,66
302000.0,5,2.25,2180,7813,2.0,98038,38
195000.0,2,1.0,1280,7861,1.0,98002,111
640000.0,3,2.5,2140,8925,2.0,98074,33
502000.0,6,2.5,2890,8122,1.0,98008,47
360000.0,3,2.5,1480,3851,2.0,98072,26
290500.0,4,2.5,1680,3000,2.0,98178,21
248000.0,4,3.0,2163,5883,2.0,98001,18
433000.0,4,2.5,2280,7568,2.0,98056,23
480000.0,2,1.0,820,4200,1.0,98112,44
410000.0,3,1.0,1330,5000,1.0,98125,67
309950.0,4,2.75,2310,5000,2.0,98038,18
253000.0,3,2.0,1290,7372,1.0,98042,34
280000.0,3,1.75,1630,11800,1.0,98045,53
440000.0,3,1.0,1410,8925,1.0,98052,66
333000.0,5,1.75,1240,8936,1.0,98006,70
759950.0,3,2.5,3100,23790,2.0,98075,22
345000.0,3,2.25,2020,9000,2.0,98045,45
350000.0,4,2.5,2500,5831,2.0,98038,17
198000.0,2,1.0,790,14200,1.0,98188,73
730000.0,3,1.75,2040,11294,1.0,98004,72
266200.0,3,1.5,1430,9600,1.0,98059,58
1060000.0,4,2.5,2250,10160,2.0,98040,57
95000.0,2,1.0,1070,20450,1.0,98058,76
430000.0,3,1.75,1300,12731,1.0,98074,43
650000.0,4,2.25,2560,9731,2.0,98034,51
379900.0,3,2.5,2190,5071,2.0,98038,20
325000.0,2,1.5,940,1222,2.0,98125,20
455000.0,4,2.25,1740,8449,1.0,98008,66
392000.0,4,3.75,2220,3797,1.5,98108,107
373000.0,3,1.75,1310,7811,1.0,98034,48
951250.0,5,3.0,2710,8227,1.0,98199,71
502000.0,3,2.0,1300,14350,1.0,98006,69
362500.0,3,2.0,1940,40588,1.0,98058,24
525000.0,2,1.0,1080,3500,1.0,98103,100
580000.0,4,2.5,2110,11680,1.0,98052,47
278000.0,3,2.25,1590,9425,1.0,98058,39
422500.0,2,1.0,910,4800,1.0,98126,101
783200.0,4,2.0,1590,5400,1.0,98119,124
715000.0,4,2.5,3290,6628,2.0,98075,21
472217.0,3,2.5,2010,2212,2.0,98029,10
244615.0,3,2.5,2060,4030,2.0,98032,25
385000.0,3,1.75,1560,14288,1.0,98125,80
549995.0,3,1.0,1120,6600,1.0,98105,81
959900.0,4,3.75,3550,15151,2.0,98075,20
510000.0,6,4.5,3300,7200,2.0,98052,44
367000.0,3,1.75,2000,12669,1.0,98070,59
375000.0,5,3.0,2680,8410,2.0,98058,34
500000.0,2,2.25,1290,1334,3.0,98107,17
489000.0,2,2.25,1290,1334,3.0,98107,17
340000.0,3,2.0,1150,700,2.0,98136,24
562000.0,3,1.75,1880,5978,1.0,98144,67
489950.0,3,2.5,2400,7478,2.0,98019,22
652000.0,3,2.25,1920,9600,1.0,98052,56
472000.0,4,3.25,4350,7090,2.0,98042,25
333000.0,4,2.5,1910,9244,1.0,98059,61
560000.0,3,1.5,2000,7350,1.0,98177,71
799000.0,4,3.5,3290,20107,2.0,98198,34
860000.0,5,2.25,3480,9200,2.0,98006,45
449500.0,4,2.5,2410,55931,2.0,98092,35
692500.0,4,3.0,2820,11500,2.0,98075,33
925000.0,4,1.75,2710,11400,1.0,98006,48
267500.0,3,2.25,2080,2856,1.5,98042,21
396800.0,4,2.5,2200,6018,2.0,98019,14
220000.0,4,1.5,1180,8058,1.0,98092,55
892500.0,3,1.75,2120,56192,1.0,98177,65
455500.0,3,2.0,1460,10311,1.0,98052,49
743000.0,3,1.75,2110,11250,1.0,98040,63
338000.0,4,1.5,1790,17925,1.0,98155,73
332000.0,3,1.75,1340,13115,1.0,98045,46
563225.0,3,1.0,2460,4000,1.5,98112,106
1150000.0,4,3.5,3760,20609,2.0,98077,34
645000.0,2,1.0,1240,5000,1.0,98103,104
739000.0,3,2.5,2750,16000,2.0,98033,43
435000.0,3,2.5,2530,13446,2.0,98019,31
995000.0,3,2.25,3200,3800,2.0,98102,110
520000.0,4,2.75,2020,7357,1.0,98034,38
400000.0,4,2.5,3030,180263,2.0,98092,37
440000.0,3,1.75,2350,7641,1.0,98034,46
440000.0,3,1.5,1690,6010,1.0,98115,78
738000.0,3,1.0,1280,3900,1.0,98103,103
250000.0,3,1.5,1170,9848,1.0,98028,61
338150.0,4,2.25,2700,8580,2.0,98022,32
425000.0,3,2.25,1800,7371,1.0,98072,45
883000.0,4,2.5,3670,54450,2.0,98074,25
510000.0,3,2.0,2350,266151,1.5,98014,41
950000.0,4,1.75,3100,21303,1.0,98075,62
435000.0,3,1.0,1120,9656,1.0,98006,69
415000.0,5,1.5,1900,10226,1.0,98034,63
439000.0,2,2.5,1350,944,2.0,98116,20
295832.0,5,1.0,1410,6400,1.0,98198,69
285000.0,3,1.75,1560,9514,1.0,98031,57
350000.0,3,1.5,1090,5003,1.0,98125,62
489000.0,2,2.75,1465,972,2.0,98112,18
304500.0,3,2.25,1790,6930,1.0,98003,50
288000.0,3,1.5,1300,7313,1.0,98055,56
417000.0,3,1.75,1920,9512,1.0,98011,44
615000.0,3,3.0,1420,991,2.0,98102,19
730000.0,5,3.5,3760,4857,2.0,98072,20
178500.0,2,1.0,930,3447,1.0,98198,46
300000.0,4,2.0,1580,9600,1.0,98198,59
415000.0,4,2.5,2170,8518,1.0,98178,69
452500.0,3,1.75,2040,15695,1.0,98166,65
1010000.0,4,2.75,3430,15877,1.0,98065,19
653000.0,4,2.5,2160,7000,2.0,98029,35
715000.0,4,2.25,2060,5649,1.0,98199,83
541000.0,3,1.75,1410,4080,1.5,98105,97
245000.0,4,1.5,1850,7547,1.5,98198,64
547000.0,2,1.0,1370,10038,1.5,98133,102
750000.0,5,2.75,3330,12408,1.0,98074,48
575000.0,5,2.5,1970,12375,1.0,98133,65
216000.0,3,1.75,1310,8670,1.0,98092,40
443000.0,3,1.75,1640,4579,1.0,98133,108
257700.0,4,2.25,1600,6202,2.0,98038,38
278000.0,3,1.0,1230,9440,1.0,98045,46
300000.0,3,2.5,2240,3691,2.0,98092,21
269100.0,3,2.5,2190,7904,2.0,98092,29
402500.0,3,1.0,990,10752,1.5,98133,95
306888.0,2,1.5,1010,7719,2.0,98056,43
795000.0,4,2.5,2920,14210,2.0,98007,46
525000.0,4,2.5,2310,5573,2.0,98056,21
1050000.0,3,2.5,3470,12076,2.0,98040,36
452000.0,2,1.0,1220,6000,1.0,98118,86
350000.0,3,2.25,1550,5401,2.0,98019,24
410000.0,4,2.5,2070,6180,2.0,98056,17
595000.0,3,1.75,2060,3600,1.5,98119,119
499000.0,3,2.5,1690,4851,2.0,98053,20
340000.0,4,2.5,2550,7555,2.0,98001,23
1070000.0,5,3.25,3370,7947,2.0,98033,23
460000.0,4,3.0,2230,52983,2.0,98030,33
345000.0,4,2.5,2382,5899,2.0,98003,13
280500.0,3,2.25,1620,7566,2.0,98038,34
704000.0,3,1.0,1140,6120,1.5,98115,98
545000.0,3,2.5,2140,40173,2.0,98027,34
335000.0,3,1.5,1900,7584,1.0,98056,62
1330000.0,4,3.0,3370,7920,1.0,98117,36
420000.0,3,2.75,2300,8000,1.0,98003,59
705000.0,4,2.0,2040,5050,1.0,98115,87
274900.0,4,1.75,1840,10528,1.0,98023,34
499950.0,4,2.5,2860,3345,2.0,98072,20
415250.0,3,1.5,1400,7550,1.0,98133,71
222000.0,3,1.0,990,7520,1.0,98002,66
375000.0,3,2.0,3120,42247,1.0,98042,44
300000.0,3,2.5,1640,5707,2.0,98031,29
456700.0,3,1.75,2820,8879,1.0,98146,104
925500.0,3,2.75,1970,5200,1.5,98136,109
375000.0,5,2.5,2840,15598,1.0,98059,49
420000.0,3,2.5,2370,15375,2.0,98042,31
575000.0,3,2.5,2610,7301,2.0,98072,20
335000.0,3,2.0,1340,1951,1.0,98144,109
428000.0,4,2.0,1300,7200,1.0,98122,66
655000.0,4,2.5,3340,34238,1.0,98077,47
738000.0,3,3.0,2630,4896,2.0,98052,18
415000.0,5,1.75,1960,3748,1.0,98133,59
392000.0,3,1.0,1090,6125,1.0,98126,79
555000.0,2,1.0,1550,4600,1.0,98117,83
260000.0,3,2.5,1770,2677,2.0,98055,19
392500.0,3,1.0,1390,10500,1.5,98024,84
912000.0,3,2.5,2979,17313,2.0,98006,31
135000.0,2,1.0,830,7609,1.0,98146,81
500000.0,3,2.75,1560,77536,1.0,98072,46
238000.0,3,1.5,1360,7488,1.0,98001,49
251000.0,4,2.0,1650,5974,1.0,98178,52
406500.0,2,1.75,1510,5319,2.0,98052,46
433495.0,4,2.25,3010,10925,2.0,98092,36
265000.0,3,2.25,1510,6071,1.0,98042,39
360000.0,3,1.75,1950,7260,1.0,98133,67
425000.0,4,1.0,1800,12485,1.0,98006,69
450000.0,2,2.75,2810,11205,1.0,98178,56
449900.0,3,1.75,1760,8266,1.0,98133,70
345000.0,4,2.5,2040,5875,2.0,98056,20
612500.0,4,2.0,1690,35346,1.0,98008,57
317000.0,3,1.75,1530,7650,1.0,98058,47
585000.0,3,1.5,1810,3880,1.5,98117,95
455000.0,3,1.75,1180,14292,1.0,98045,43
1040000.0,4,4.0,4090,51908,2.0,98077,33
497000.0,4,2.25,2250,3463,2.0,98052,56
226750.0,3,1.75,1070,6315,1.0,98023,32
385000.0,4,2.0,1820,7102,1.0,98155,74
205000.0,3,0.75,1080,5025,1.0,98146,76
